id,title
8050509,Thị trấn An Phú
8050527,Thị trấn Long Bình
8050525,Thị trấn Đa Phước
8050511,Xã Khánh An
8050503,Xã Khánh Bình
8050513,Xã Nhơn Hội
8050505,Xã Phú Hội
8050515,Xã Phú Hữu
8050517,Xã Phước Hưng
8050501,Xã Quốc Thái
8050521,Xã Vĩnh Hậu
8050523,Xã Vĩnh Hội Đông
8050519,Xã Vĩnh Lộc
8050507,Xã Vĩnh Trường
8051109,Thị trấn Cái Dầu
8051117,Thị trấn Vĩnh Thạnh Trung
8051125,Xã Bình Chánh
8051119,Xã Bình Long
8051121,Xã Bình Mỹ
8051107,Xã Bình Phú
8051123,Xã Bình Thủy
8051111,Xã Khánh Hòa
8051103,Xã Mỹ Phú
8051113,Xã Mỹ Đức
8051105,Xã Thạnh Mỹ Tây
8051115,Xã ô Long Vỹ
8051101,Xã Đào Hữu Cảnh
8051909,Thị trấn An Châu
8051915,Thị trấn Vĩnh Bình
8051903,Xã An Hòa
8051917,Xã Bình Hòa
8051905,Xã Bình Thạnh
8051911,Xã Cần Đăng
8051907,Xã Hòa Bình Thạnh
8051923,Xã Tân Phú
8051919,Xã Vĩnh An
8051913,Xã Vĩnh Hanh
8051921,Xã Vĩnh Lợi
8051901,Xã Vĩnh Nhuận
8051925,Xã Vĩnh Thành
8051713,Thị trấn Chợ Mới
8051711,Thị trấn Hội An
8051715,Thị trấn Mỹ Luông
8051703,Xã An Thạnh Trung
8051731,Xã Bình Phước Xuân
8051735,Xã Hòa An
8051733,Xã Hòa Bình
8051701,Xã Kiến An
8051707,Xã Kiến Thành
8051709,Xã Long Giang
8051729,Xã Long Kiến
8051717,Xã Long Điền A
8051721,Xã Long Điền B
8051725,Xã Mỹ An
8051723,Xã Mỹ Hiệp
8051705,Xã Mỹ Hội Đông
8051727,Xã Nhơn Mỹ
8051719,Xã Tấn Mỹ
8050917,Thị trấn Chợ Vàm
8050915,Thị trấn Phú Mỹ
8050903,Xã Bình Thạnh Đông
8050931,Xã Hiệp Xương
8050925,Xã Hoà Lạc
8050905,Xã Long Hoà
8050919,Xã Long Sơn
8050909,Xã Phú An
8050933,Xã Phú Bình
8050907,Xã Phú Hiệp
8050935,Xã Phú Hưng
8050901,Xã Phú Long
8050921,Xã Phú Lâm
8050927,Xã Phú Thành
8050923,Xã Phú Thạnh
8050911,Xã Phú Thọ
8050929,Xã Phú Xuân
8050937,Xã Tân Hòa
8050913,Xã Tân Trung
8052103,Thị trấn Núi Sập
8052111,Thị trấn Phú Hoà
8052113,Thị trấn óc Eo
8052133,Xã An Bình
8052129,Xã Bình Thành
8052123,Xã Mỹ Phú Đông
8052119,Xã Phú Thuận
8052109,Xã Thoại Giang
8052115,Xã Tây Phú
8052121,Xã Vĩnh Chánh
8052127,Xã Vĩnh Khánh
8052117,Xã Vĩnh Phú
8052105,Xã Vĩnh Trạch
8052131,Xã Vọng Thê
8052125,Xã Vọng Đông
8052101,Xã Định Mỹ
8052107,Xã Định Thành
8051511,Thị trấn Ba Chúc
8051527,Thị trấn Cô Tô
8051509,Thị trấn Tri Tôn
8051525,Xã An Tức
8051503,Xã Châu Lăng
8051515,Xã Lê Trì
8051521,Xã Lương An Trà
8051519,Xã Lương Phi
8051513,Xã Lạc Quới
8051505,Xã Núi Tô
8051523,Xã Tà Đảnh
8051529,Xã Tân Tuyến
8051517,Xã Vĩnh Gia
8051501,Xã Vĩnh Phước
8051507,Xã ô Lâm
8050105,Phường Bình Khánh
8050113,Phường Bình Đức
8050103,Phường Mỹ Bình
8050107,Phường Mỹ Hòa
8050109,Phường Mỹ Long
8050115,Phường Mỹ Phước
8050117,Phường Mỹ Quý
8050101,Phường Mỹ Thạnh
8050119,Phường Mỹ Thới
8050111,Phường Mỹ Xuyên
8050125,Phường Đông Xuyên
8050123,Xã Mỹ Hoà Hưng
8050121,Xã Mỹ Khánh
8051319,Phường An Phú
8051315,Phường Chi Lăng
8051313,Phường Nhà Bàng
8051301,Phường Núi Voi
8051303,Phường Thới Sơn
8051321,Phường Tịnh Biên
8051325,Xã An Cư
8051307,Xã An Hảo
8051305,Xã An Nông
8051317,Xã Nhơn Hưng
8051309,Xã Tân Lập
8051311,Xã Tân Lợi
8051323,Xã Văn Giáo
8051327,Xã Vĩnh Trung
8050301,Phường Châu Phú A
8050305,Phường Châu Phú B
8050309,Phường Núi Sam
8050307,Phường Vĩnh Mỹ
8050311,Phường Vĩnh Ngươn
8050313,Xã Vĩnh Châu
8050303,Xã Vĩnh Tế
8050729,Phương Long Sơn
8050723,Phường Long Châu
8050725,Phường Long Hưng
8050715,Phường Long Phú
8050727,Phường Long Thạnh
8050709,Thị trấn Tân Châu(Hết Hiệu Lực)
8050717,Xã Châu Phong
8050705,Xã Long An
8050707,Xã Lê Chánh
8050703,Xã Phú Lộc
8050719,Xã Phú Vĩnh
8050713,Xã Tân An
8050721,Xã Tân Thạnh
8050711,Xã Vĩnh Hòa
8050701,Xã Vĩnh Xương
7170505,Thị trấn Ngãi Giao
7170501,Xã Bàu Chinh
7170513,Xã Bình Ba
7170519,Xã Bình Giã
7170503,Xã Bình Trung
7170523,Xã Cù Bị
7170527,Xã Kim Long
7170509,Xã Láng Lớn
7170531,Xã Nghĩa Thành
7170525,Xã Quảng Thành
7170515,Xã Suối Nghệ
7170529,Xã Suối Rao
7170507,Xã Sơn Bình
7170517,Xã Xuân Sơn
7170521,Xã Xà Bang
7170511,Xã Đá Bạc
7171301,Thị trấn Côn Đảo
7171101,Thị trấn Long Hải
7171107,Thị trấn Long Điền
7171103,Xã An Ngãi
7171111,Xã An Nhứt
7171113,Xã Phước Hưng
7171105,Xã Phước Tỉnh
7171109,Xã Tam Phước
7170709,Thị trấn Phước Bửu
7170717,Xã Bàu Lâm
7170725,Xã Bình Châu
7170713,Xã Bông Trang
7170707,Xã Bưng Riềng
7170705,Xã Hòa Bình
7170721,Xã Hòa Hiệp
7170719,Xã Hòa Hưng
7170723,Xã Hòa Hội
7170711,Xã Phước Thuận
7170703,Xã Phước Tân
7170715,Xã Tân Lâm
7170701,Xã Xuyên Mộc
7171211,Thị Trấn Phước Hải
7171205,Thị trấn Đất Đỏ
7171201,Xã Long Mỹ
7171213,Xã Long Tân
7171203,Xã Láng Dài
7171215,Xã Lộc An
7171209,Xã Phước Hội
7171207,Xã Phước Long Thọ
7170315,Phường Kim Dinh
7170313,Phường Long Hương
7170303,Phường Long Toàn
7170309,Phường Long Tâm
7170301,Phường Phước Hiệp
7170305,Phường Phước Hưng
7170307,Phường Phước Nguyên
7170311,Phường Phước Trung
7170321,Xã Hoà Long
7170319,Xã Long Phước
7170317,Xã Tân Hưng
7170101,Phường 1
7170105,Phường 10
7170131,Phường 11
7170133,Phường 12
7170111,Phường 2
7170113,Phường 3
7170115,Phường 4
7170117,Phường 5
7170121,Phường 7
7170123,Phường 8
7170125,Phường 9
7170103,Phường Nguyễn An Ninh
7170129,Phường Rạch Dừa
7170119,Phường Thắng Nhì
7170127,Phường Thắng Nhất
7170109,Phường Thắng Tam
7170107,Xã Long Sơn
7170915,Phường Hắc Dịch
7170913,Phường Mỹ Xuân
7170901,Phường Phú Mỹ
7170909,Phường Phước Hòa
7170911,Phường Tân Phước
7170917,Xã Châu Pha
7170903,Xã Sông Xoài
7170907,Xã Tân Hoà
7170905,Xã Tân Hải
7170919,Xã Tóc Tiên
7111501,Thị trấn Bàu Bàng
7111515,Thị trấn Lai Uyên
7111509,Xã Cây Trường II
7111513,Xã Hưng Hoà
7111505,Xã Lai Hưng
7111503,Xã Long Nguyên
7111507,Xã Trừ Văn Thố
7111511,Xã Tân Hưng
7111703,Thị trấn Tân Bình
7111701,Thị trấn Tân Lợi
7111721,Thị trấn Tân Thành
7111705,Xã Bình Mỹ
7111713,Xã Hiếu Liêm
7111711,Xã Lac An
7111717,Xã Thường Tân
7111707,Xã Tân Lập
7111719,Xã Tân Mỹ
7111709,Xã Tân Định
7111715,Xã Đất Cuốc
7111309,Thị trấn Dầu Tiếng
7111319,Xã An Lập
7111315,Xã Long Hoà
7111321,Xã Long Tân
7111311,Xã Minh Hoà
7111301,Xã Minh Thạnh
7111303,Xã Minh Tân
7111323,Xã Thanh An
7111307,Xã Thanh Tuyền
7111313,Xã Định An
7111305,Xã Định Hiệp
7111317,Xã Định Thành
7111107,Thị trấn Phước Vĩnh
7111111,Xã An Bình
7111101,Xã An Linh
7111103,Xã An Long
7111121,Xã An Thái
7111119,Xã Phước Hoà
7111109,Xã Phước Sang
7111115,Xã Tam Lập
7111113,Xã Tân Hiệp
7111105,Xã Tân Long
7111117,Xã Vĩnh Hoà
7110901,Phường An Bình
7110909,Phường Bình An
7110911,Phường Bình Thắng
7110905,Phường Dĩ An
7110907,Phường Tân Bình
7110903,Phường Tân Đông Hiệp
7110913,Phường Đông Hòa
7110713,Phường An Phú
7110701,Phường An Thạnh
7110709,Phường Bình Chuẩn
7110719,Phường Bình Hòa
7110717,Phường Bình Nhâm
7110703,Phường Hưng Định
7110707,Phường Lái Thiêu
7110711,Phường Thuận Giao
7110705,Phường Vĩnh Phú
7110715,Xã An Sơn
7110103,Phường Chánh Mỹ
7110115,Phường Chánh Nghĩa
7110121,Phường Hiệp An
7110101,Phường Hiệp Thành
7110125,Phường Hoà Phú
7110111,Phường Phú Cường
7110107,Phường Phú Hòa
7110109,Phường Phú Lợi
7110105,Phường Phú Mỹ
7110113,Phường Phú Thọ
